"coef","values"
"(Intercept)",0.500000000000001
"V3938",0.0495270929647532
"V4791",0.0420602715700582
"V3693",0.0349557816719738
"V1957",0.0338964165114598
"V3116",0.0321715854945433
"V1807",0.0279430550249573
"V2762",0.0247773424340942
"V1087",0.0245379171819028
"V1083",0.0232497630834094
"V4351",0.0227887667137736
"V3776",0.0224514659118053
"V2842",0.0209555007418337
"V3603",0.0205743420753889
"V3502",0.0202517004260614
"V1691",0.019241827933365
"V1258",0.0191411309952873
"V1027",0.0190674211884916
"V4686",0.018796493521892
"V1772",0.0187700271952285
"V1390",0.0181871429156966
"V564",0.0174580497532922
"V2517",0.0170813071174369
"V1840",0.0167872334747687
"V2680",0.0158379200434813
"V4515",0.0157552804627674
"V3007",0.0157275500793915
"V1281",0.0154933269171569
"V4609",0.0151337564936568
"V4979",0.0149945777329109
"V1905",0.0143804750562275
"V2960",0.0143764057475248
"V4234",0.0141682327755183
"V3980",0.0139744228270045
"V3937",0.0138437165825474
"V3838",0.0133799068493368
"V1052",0.0133063700689711
"V1797",0.0132910694915419
"V3142",0.0131179661758039
"V89",0.0127016176684882
"V3840",0.0123996383130739
"V440",0.0123054122348273
"V4540",0.0122913200745714
"V2560",0.0117827150454843
"V2823",0.0114819120476156
"V2807",0.0114649431907064
"V3903",0.0114275252356933
"V2915",0.0113882933306131
"V4742",0.0113443672893882
"V4938",0.0112356492297878
"V4196",0.0108337951664266
"V4243",0.0108121836600258
"V181",0.0105905009987346
"V1753",0.0105080800506423
"V3279",0.0104123773080354
"V4409",0.0103668884762734
"V2696",0.0100302575007048
"V3519",0.00999573798021336
"V4694",0.00982243858671657
"V2101",0.00979274031594023
"V574",0.00974450201895858
"V3830",0.00965638041849383
"V2402",0.00961048331675676
"V2723",0.00956573543592634
"V4049",0.00956032602976997
"V632",0.00955556735941328
"V3149",0.00942329189962796
"V2670",0.00937293746565251
"V4775",0.00911785648236133
"V4333",0.0091094640164507
"V2427",0.00899654326992854
"V3457",0.00868786926646093
"V17",0.00859107025863285
"V1590",0.00857132356007943
"V3389",0.00855873470065902
"V781",0.0085018303410006
"V3617",0.00848412367961738
"V2336",0.00846538840749894
"V2554",0.00843807245157528
"V4780",0.00830101069149765
"V4818",0.00826890011076345
"V552",0.00826252808702819
"V3018",0.00797277587793389
"V4538",0.00795724188011067
"V990",0.00792743227336939
"V951",0.00790953045195651
"V373",0.00784515313839849
"V3442",0.0078236317153061
"V3608",0.00768980488315131
"V1819",0.00757965797122519
"V1589",0.00757929715946706
"V3500",0.00750684626061993
"V504",0.00742501892863173
"V4771",0.00738797860975859
"V341",0.00725138610852707
"V2295",0.00724151637139221
"V3578",0.0072301086339873
"V3756",0.0071808848028685
"V2431",0.00714606866692677
"V1053",0.00711275676957917
"V2655",0.00702882281275314
"V3769",0.00700917994695419
"V1040",0.00691806003443052
"V2260",0.00684687083863179
"V1210",0.00682141580281216
"V449",0.00681739288922071
"V2009",0.00679938847035651
"V3355",0.00662197521356695
"V1374",0.00659877069381598
"V4325",0.00659232917960463
"V4711",0.00656012502478357
"V3366",0.00654160026384825
"V4935",0.00653593582813297
"V331",0.00650476585068148
"V2184",0.00647743919339503
"V1789",0.0064412958226314
"V4118",0.00642677987996052
"V1954",0.00633576435196287
"V3324",0.00633503075355807
"V3861",0.00631133372738589
"V9",0.00628088209173161
"V4471",0.00627514702731767
"V832",0.0062298124523036
"V1459",0.00621116270001245
"V4361",0.00609903697751425
"V4705",0.00602838161663544
"V757",0.0060221413696865
"V644",0.00600995268833666
"V1421",0.00600378156546304
"V2000",0.00598399784925899
"V4132",0.00594641410604386
"V2018",0.00594291551680366
"V3068",0.00593290603434475
"V97",0.00591336459604883
"V3796",0.00589840314853349
"V2073",0.0058720427570433
"V4830",0.00585128212537832
"V3900",0.00574553630947138
"V2135",0.00572755939126023
"V306",0.0056793241937476
"V2063",0.00564526971524827
"V4854",0.00562372840114413
"V4822",0.00560854865068112
"V819",0.00549871927457156
"V140",0.00543251899706769
"V953",0.00541820047367553
"V2617",0.00540964009276031
"V2529",0.00534480682901658
"V3067",0.0052000596045188
"V4082",0.00519600739687972
"V2643",0.00518810193641955
"V335",0.0051397745468531
"V8",0.00512213840224061
"V3742",0.00511640452872609
"V3780",0.00507511318739428
"V448",0.00505926775609863
"V543",0.00505698021347144
"V3352",0.00492536431375368
"V36",0.00486567269159832
"V1364",0.0047608890057789
"V1995",0.00473932915196883
"V3959",0.00468651280171266
"V2084",0.0046156944222092
"V1323",0.00456065897313019
"V4331",0.00451799461532395
"V823",0.00450597147779135
"V2784",0.00449702492468072
"V4974",0.00448116177812025
"V1895",0.00446986957469021
"V2534",0.0044645873375362
"V3637",0.00441831319311244
"V1277",0.00441666406602188
"V3894",0.00439107926764786
"V545",0.0043749037268041
"V235",0.00435296162334578
"V4036",0.00434285715070688
"V3728",0.00431203109508868
"V2901",0.00429693451020255
"V2536",0.00428968325073011
"V2985",0.00423733664859147
"V4495",0.00422636395980497
"V732",0.00421272401572643
"V3779",0.0042002574607433
"V200",0.00419843901974465
"V1572",0.00417725914864914
"V689",0.00416080504121986
"V3219",0.00414876165726068
"V3146",0.00412048735054962
"V4296",0.00411178906386822
"V3746",0.00409168091109436
"V731",0.00406486937978427
"V3390",0.00399426774011743
"V2853",0.00398786506787321
"V3011",0.00398606368061338
"V1205",0.00396817930987474
"V910",0.00391544120392657
"V1985",0.00387455057840561
"V278",0.00380124153048481
"V4792",0.00379630743876221
"V3198",0.00377657380247171
"V2125",0.00366955947331868
"V265",0.00361364064494178
"V1441",0.00360408237676357
"V1159",0.00359709347298945
"V1296",0.00359691632762898
"V4341",0.00356859760373417
"V1588",0.0035626658541293
"V1285",0.0035564166175389
"V1329",0.0035138590969487
"V3622",0.00346584700667734
"V2203",0.00342395838561548
"V3849",0.00342326256369189
"V2948",0.00340973368576545
"V3628",0.00337193873013455
"V254",0.00332519358853292
"V2450",0.00330828515777118
"V1918",0.00329921968721624
"V3231",0.00327752121196809
"V2407",0.00320138720589825
"V4956",0.00315833689622211
"V518",0.0030509098866326
"V2882",0.00302467140693212
"V1587",0.00300384060518213
"V3528",0.00299380700611666
"V2683",0.00299327208346405
"V207",0.00298752976072382
"V969",0.00298745809266364
"V3908",0.00298641462230752
"V4439",0.00298620093891229
"V4011",0.00298449613980793
"V2945",0.0029628048749874
"V4470",0.00295708727527564
"V3700",0.00293326311271706
"V4667",0.00292647316045078
"V1298",0.00276851103983452
"V495",0.00270939540703869
"V1989",0.00266798316853838
"V1154",0.00264616590564423
"V3000",0.00264436752556892
"V4773",0.0026316056931883
"V361",0.00255803766218334
"V571",0.00252448100539629
"V469",0.00252309491319981
"V4408",0.00251372423959809
"V3615",0.00248426339972865
"V1874",0.00244547257157394
"V1266",0.00243877411829801
"V2270",0.00238265461284575
"V1225",0.00237864134138011
"V159",0.00237391326210328
"V2585",0.00235745782464312
"V1001",0.00235506983190632
"V4900",0.00233622408118735
"V4756",0.00229000980154596
"V4270",0.00227958298911085
"V4249",0.00225151096407968
"V2148",0.00222852856485397
"V2952",0.00216617133797189
"V210",0.00216561251129281
"V347",0.00214799149747836
"V3833",0.00213142663486715
"V3120",0.0020969690721181
"V3454",0.00209375365803943
"V1725",0.00204603257567366
"V2888",0.00203644541651702
"V2201",0.00201489648018619
"V3017",0.00201259213696024
"V3835",0.00200894973771783
"V1930",0.00194731932289243
"V4259",0.00191646015665785
"V1382",0.00190219475656276
"V41",0.00186489860819287
"V1426",0.00183898178137346
"V95",0.00182990450771215
"V2051",0.00181627798494477
"V2033",0.00181445685479269
"V2334",0.00179358795115415
"V4750",0.00178628446784052
"V3109",0.00177133014302114
"V2790",0.00175225023393873
"V2321",0.00174582686811205
"V2910",0.00173467978782252
"V4391",0.00171367421052276
"V1304",0.00169266647216714
"V4619",0.00164218667424928
"V680",0.00163846354078187
"V4860",0.00162342569347313
"V4720",0.00158771187301263
"V2040",0.00157169637881806
"V3014",0.00154393433904419
"V792",0.00153964721465881
"V3459",0.00153959208639405
"V3727",0.0015152825344605
"V4379",0.00148662564609385
"V2903",0.00147003481785826
"V4893",0.00146239721075869
"V1012",0.00143801220349003
"V2876",0.00138944867034004
"V2180",0.00132717431269257
"V4585",0.00131768245226638
"V3991",0.00130962970320494
"V1133",0.00129341507794731
"V4747",0.0012860875772327
"V506",0.00126041915099179
"V3049",0.0012548000209343
"V1508",0.00125442770303075
"V2722",0.00124557008096828
"V2042",0.00122979919478262
"V4017",0.00122146189504819
"V3609",0.00120438432885678
"V4862",0.00116862738705882
"V3588",0.00114092959130299
"V3292",0.00113193880720271
"V4864",0.00111198386176765
"V4675",0.00108430461110763
"V267",0.00108125773332753
"V634",0.00108113471370245
"V1752",0.00106224706246717
"V4678",0.00104397709828473
"V4815",0.00104282081164417
"V178",0.0009752086993245
"V2587",0.000964998936064157
"V2939",0.000960348951878513
"V316",0.000955845768076598
"V1141",0.000938771695325024
"V232",0.000926070989949278
"V1125",0.00090785433900631
"V3782",0.000887821831579105
"V1331",0.000845301791151661
"V2845",0.000842541428148546
"V2343",0.000842522640131467
"V15",0.00082898141010577
"V2962",0.000807825038198344
"V1803",0.000804543433936888
"V1485",0.000804289876060122
"V1898",0.000798205876309111
"V4963",0.000794268329372098
"V237",0.000789456752488808
"V3925",0.000787439729184604
"V664",0.00077248032663081
"V4888",0.000769053037729124
"V966",0.000741202861730456
"V280",0.00071118220528657
"V2022",0.000686901219203641
"V1940",0.000654043567838262
"V3183",0.000646833894560435
"V4421",0.000644536740665876
"V3670",0.00064342813630729
"V1611",0.00063870526738117
"V356",0.000606025154981032
"V1848",0.0005687343810803
"V1763",0.000537942825689722
"V4128",0.000535781990965968
"V2532",0.000519208397726991
"V4101",0.000476149340545372
"V4563",0.000447910376854573
"V4230",0.000435894795147709
"V31",0.000400924433707219
"V3213",0.000375348151996637
"V512",0.000370925055583435
"V668",0.000370446459739492
"V2160",0.000351508634928912
"V4713",0.000335054718338165
"V4671",0.000333418530953943
"V2916",0.000322783359151814
"V541",0.000310328848639815
"V4551",0.00028802182991729
"V551",0.000268068410749664
"V2057",0.000264332674550457
"V4700",0.000263332110967799
"V4335",0.000247574773138082
"V2767",0.000239233141218248
"V238",0.000231520526708636
"V1496",0.000217384579787424
"V3424",0.000211948323827219
"V3549",0.000111807700741403
"V1119",9.76403267392313e-05
"V3273",9.35327824509909e-05
"V2647",8.98625373806237e-05
"V336",4.23774615780054e-05
"V1843",2.64973904630882e-05
"V203",1.46539627863023e-05
"V1991",8.80132488372679e-06
"V2531",2.80938403623229e-06
"V1",0
"V2",0
"V3",0
"V4",0
"V5",0
"V6",0
"V7",0
"V10",0
"V11",0
"V12",0
"V13",0
"V14",0
"V16",0
"V18",0
"V19",0
"V20",0
"V21",0
"V22",0
"V23",0
"V24",0
"V25",0
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V32",0
"V33",0
"V34",0
"V35",0
"V37",0
"V38",0
"V39",0
"V40",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
"V51",0
"V52",0
"V53",0
"V54",0
"V55",0
"V56",0
"V57",0
"V58",0
"V59",0
"V60",0
"V61",0
"V62",0
"V63",0
"V64",0
"V65",0
"V66",0
"V67",0
"V68",0
"V69",0
"V70",0
"V71",0
"V72",0
"V73",0
"V74",0
"V75",0
"V76",0
"V77",0
"V78",0
"V79",0
"V80",0
"V81",0
"V82",0
"V83",0
"V84",0
"V85",0
"V86",0
"V87",0
"V88",0
"V90",0
"V91",0
"V92",0
"V93",0
"V94",0
"V96",0
"V98",0
"V99",0
"V100",0
"V101",0
"V102",0
"V103",0
"V104",0
"V105",0
"V106",0
"V107",0
"V108",0
"V109",0
"V110",0
"V111",0
"V112",0
"V113",0
"V114",0
"V115",0
"V116",0
"V117",0
"V118",0
"V119",0
"V120",0
"V121",0
"V122",0
"V123",0
"V124",0
"V125",0
"V126",0
